element_number;x[m];y[m];t[mm]
161.0;0.85;-0.05;166.068255516
162.0;0.85;-0.15;145.807189051
163.0;0.85;-0.25;127.265192058
164.0;0.85;-0.35;111.01538618
165.0;0.85;-0.45;97.3946462314
166.0;0.85;-0.55;86.6211186338
167.0;0.85;-0.65;78.9168528147
168.0;0.85;-0.75;74.3988830715
169.0;0.85;-0.85;72.550532748
170.0;0.85;-0.95;72.066551442
171.0;0.85;-1.05;71.8888779265
172.0;0.85;-1.15;71.5347925337
173.0;0.85;-1.25;70.9934537061
174.0;0.85;-1.35;70.3607100967
175.0;0.85;-1.45;69.7514861473
176.0;0.85;-1.55;69.2331850096
177.0;0.85;-1.65;68.7586984414
178.0;0.85;-1.75;68.2530118052
179.0;0.85;-1.85;67.7092440606
180.0;0.85;-1.95;67.1598891944
181.0;0.95;-0.05;145.4727607
182.0;0.95;-0.15;127.425739059
183.0;0.95;-0.25;111.180501278
184.0;0.95;-0.35;97.2380185196
185.0;0.95;-0.45;86.3016757073
186.0;0.95;-0.55;78.8001995684
187.0;0.95;-0.65;74.4353367566
188.0;0.95;-0.75;72.4906722095
189.0;0.95;-0.85;72.0665511842
190.0;0.95;-0.95;72.1000864843
191.0;0.95;-1.05;71.7316285985
192.0;0.95;-1.15;71.0363299905
193.0;0.95;-1.25;70.3822769356
194.0;0.95;-1.35;69.8815259078
195.0;0.95;-1.45;69.3977290333
196.0;0.95;-1.55;68.8610317252
197.0;0.95;-1.65;68.3136862755
198.0;0.95;-1.75;67.7787085596
199.0;0.95;-1.85;67.2441072783
200.0;0.95;-1.95;66.707302477
201.0;1.05;-0.05;127.1366127
202.0;1.05;-0.15;111.06741233
203.0;1.05;-0.25;97.2204275278
204.0;1.05;-0.35;86.2679102299
205.0;1.05;-0.45;78.6486989537
206.0;1.05;-0.55;74.3122630232
207.0;1.05;-0.65;72.4634066973
208.0;1.05;-0.75;71.9562817789
209.0;1.05;-0.85;71.8888780939
210.0;1.05;-0.95;71.7316285011
211.0;1.05;-1.05;71.2676161102
212.0;1.05;-1.15;70.5540132616
213.0;1.05;-1.25;69.9223429111
214.0;1.05;-1.35;69.4374930068
215.0;1.05;-1.45;68.9710793361
216.0;1.05;-1.55;68.4375979125
217.0;1.05;-1.65;67.8716350663
218.0;1.05;-1.75;67.3211392316
219.0;1.05;-1.85;66.7874271504
220.0;1.05;-1.95;66.2551916232
221.0;1.15;-0.05;111.085325412
222.0;1.15;-0.15;97.1853589855
223.0;1.15;-0.25;86.0770943516
224.0;1.15;-0.35;78.4888301136
225.0;1.15;-0.45;74.1734738522
226.0;1.15;-0.55;72.3452012378
227.0;1.15;-0.65;71.9355865402
228.0;1.15;-0.75;71.8559475013
229.0;1.15;-0.85;71.5347927334
230.0;1.15;-0.95;71.036329875
231.0;1.15;-1.05;70.554013197
232.0;1.15;-1.15;70.0936949298
233.0;1.15;-1.25;69.5505234327
234.0;1.15;-1.35;69.0181483205
235.0;1.15;-1.45;68.4987184978
236.0;1.15;-1.55;67.9673091971
237.0;1.15;-1.65;67.4201321567
238.0;1.15;-1.75;66.8765608635
239.0;1.15;-1.85;66.3431503986
240.0;1.15;-1.95;65.8092765158
241.0;1.25;-0.05;97.3425921071
242.0;1.25;-0.15;86.3229534723
243.0;1.25;-0.25;78.3788540364
244.0;1.25;-0.35;73.94320171
245.0;1.25;-0.45;72.1673048587
246.0;1.25;-0.55;71.7641966258
247.0;1.25;-0.65;71.7453433669
248.0;1.25;-0.75;71.5320132427
249.0;1.25;-0.85;70.9934537011
250.0;1.25;-0.95;70.3822769477
251.0;1.25;-1.05;69.9223428079
252.0;1.25;-1.15;69.5505233808
253.0;1.25;-1.25;69.1345854259
254.0;1.25;-1.35;68.5856779305
255.0;1.25;-1.45;68.0342643386
256.0;1.25;-1.55;67.4974667625
257.0;1.25;-1.65;66.9626078342
258.0;1.25;-1.75;66.4258226228
259.0;1.25;-1.85;65.8921553688
260.0;1.25;-1.95;65.3609018685
261.0;1.35;-0.05;86.3061353692
262.0;1.35;-0.15;78.6850277021
263.0;1.35;-0.25;73.9253739826
264.0;1.35;-0.35;71.962945733
265.0;1.35;-0.45;71.6588010201
266.0;1.35;-0.55;71.6511298041
267.0;1.35;-0.65;71.3529074591
268.0;1.35;-0.75;70.8648045421
269.0;1.35;-0.85;70.3607100671
270.0;1.35;-0.95;69.881525966
271.0;1.35;-1.05;69.4374931042
272.0;1.35;-1.15;69.0181483661
273.0;1.35;-1.25;68.5856779564
274.0;1.35;-1.35;68.1261596373
275.0;1.35;-1.45;67.5802763267
276.0;1.35;-1.55;67.0412746726
277.0;1.35;-1.65;66.5058888196
278.0;1.35;-1.75;65.9675541196
279.0;1.35;-1.85;65.4306693073
280.0;1.35;-1.95;64.9022270759
281.0;1.45;-0.05;78.4873389903
282.0;1.45;-0.15;74.1100038522
283.0;1.45;-0.25;71.9225755765
284.0;1.45;-0.35;71.4039742652
285.0;1.45;-0.45;71.541380435
286.0;1.45;-0.55;71.3881578668
287.0;1.45;-0.65;70.7918494321
288.0;1.45;-0.75;70.1694425476
289.0;1.45;-0.85;69.7514859422
290.0;1.45;-0.95;69.3977290721
291.0;1.45;-1.05;68.9710793423
292.0;1.45;-1.15;68.4987184856
293.0;1.45;-1.25;68.0342642873
294.0;1.45;-1.35;67.5802762486
295.0;1.45;-1.45;67.1219310264
296.0;1.45;-1.55;66.5835133376
297.0;1.45;-1.65;66.0463021321
298.0;1.45;-1.75;65.5094094633
299.0;1.45;-1.85;64.9714739794
300.0;1.45;-1.95;64.4342500883
301.0;1.55;-0.05;73.8518961517
302.0;1.55;-0.15;71.9970629242
303.0;1.55;-0.25;71.4139352151
304.0;1.55;-0.35;71.292083456
305.0;1.55;-0.45;71.1383608616
306.0;1.55;-0.55;70.7571874961
307.0;1.55;-0.65;70.1956138977
308.0;1.55;-0.75;69.6518251162
309.0;1.55;-0.85;69.2331850431
310.0;1.55;-0.95;68.8610318451
311.0;1.55;-1.05;68.4375980617
312.0;1.55;-1.15;67.9673090487
313.0;1.55;-1.25;67.4974667865
314.0;1.55;-1.35;67.0412747932
315.0;1.55;-1.45;66.5835133873
316.0;1.55;-1.55;66.1169436041
317.0;1.55;-1.65;65.579559039
318.0;1.55;-1.75;65.0497341777
319.0;1.55;-1.85;64.5143126343
320.0;1.55;-1.95;63.9596786138
321.0;1.65;-0.05;71.6957667641
322.0;1.65;-0.15;71.287248933
323.0;1.65;-0.25;71.3550799921
324.0;1.65;-0.35;71.0894177019
325.0;1.65;-0.45;70.5179018328
326.0;1.65;-0.55;69.9988807282
327.0;1.65;-0.65;69.6001658107
328.0;1.65;-0.75;69.1995774905
329.0;1.65;-0.85;68.7586984922
330.0;1.65;-0.95;68.3136863523
331.0;1.65;-1.05;67.8716350491
332.0;1.65;-1.15;67.4201320996
333.0;1.65;-1.25;66.9626079652
334.0;1.65;-1.35;66.5058886742
335.0;1.65;-1.45;66.0463023499
336.0;1.65;-1.55;65.5795589065
337.0;1.65;-1.65;65.1111141476
338.0;1.65;-1.75;64.5781479511
339.0;1.65;-1.85;64.0378910425
340.0;1.65;-1.95;63.478617309
341.0;1.75;-0.05;71.0353922233
342.0;1.75;-0.15;70.9731873835
343.0;1.75;-0.25;70.9951211916
344.0;1.75;-0.35;70.602991216
345.0;1.75;-0.45;69.9432030007
346.0;1.75;-0.55;69.3983466548
347.0;1.75;-0.65;69.0402139344
348.0;1.75;-0.75;68.6902879309
349.0;1.75;-0.85;68.2530115993
350.0;1.75;-0.95;67.778708447
351.0;1.75;-1.05;67.321139323
352.0;1.75;-1.15;66.8765611041
353.0;1.75;-1.25;66.4258228643
354.0;1.75;-1.35;65.9675544089
355.0;1.75;-1.45;65.5094095441
356.0;1.75;-1.55;65.0497343063
357.0;1.75;-1.65;64.5781478379
358.0;1.75;-1.75;64.0910565533
359.0;1.75;-1.85;63.5364175639
360.0;1.75;-1.95;63.0033578772
361.0;1.85;-0.05;70.9050878632
362.0;1.85;-0.15;70.6075910441
363.0;1.85;-0.25;70.3287636982
364.0;1.85;-0.35;69.9305150804
365.0;1.85;-0.45;69.4235036056
366.0;1.85;-0.55;68.9357855069
367.0;1.85;-0.65;68.5302647255
368.0;1.85;-0.75;68.1429192909
369.0;1.85;-0.85;67.7092441535
370.0;1.85;-0.95;67.2441071521
371.0;1.85;-1.05;66.7874273857
372.0;1.85;-1.15;66.3431503421
373.0;1.85;-1.25;65.8921553634
374.0;1.85;-1.35;65.4306692661
375.0;1.85;-1.45;64.9714742625
376.0;1.85;-1.55;64.5143127405
377.0;1.85;-1.65;64.0378911307
378.0;1.85;-1.75;63.5364175076
379.0;1.85;-1.85;63.0500014391
380.0;1.85;-1.95;62.572114798
381.0;1.95;-0.05;70.6475827966
382.0;1.95;-0.15;70.1493008503
383.0;1.95;-0.25;69.6814255577
384.0;1.95;-0.35;69.2838796536
385.0;1.95;-0.45;68.8917404047
386.0;1.95;-0.55;68.4646775451
387.0;1.95;-0.65;68.0288616352
388.0;1.95;-0.75;67.5990789368
389.0;1.95;-0.85;67.1598891039
390.0;1.95;-0.95;66.707302711
391.0;1.95;-1.05;66.2551913861
392.0;1.95;-1.15;65.8092765133
393.0;1.95;-1.25;65.3609017583
394.0;1.95;-1.35;64.9022269569
395.0;1.95;-1.45;64.4342499724
396.0;1.95;-1.55;63.959678766
397.0;1.95;-1.65;63.478617597
398.0;1.95;-1.75;63.0033578064
399.0;1.95;-1.85;62.5721147374
400.0;1.95;-1.95;62.2259898799
401.0;0.2;-2.2;68.6265108209
402.0;0.2;-2.6;66.5112134709
403.0;0.2;-3.0;64.3943205744
404.0;0.2;-3.4;62.2637665007
405.0;0.2;-3.8;60.5839408175
406.0;0.6;-2.2;66.9166639499
407.0;0.6;-2.6;64.7905627085
408.0;0.6;-3.0;62.6374696172
409.0;0.6;-3.4;60.9155857546
410.0;0.6;-3.8;60.4799726907
411.0;1.0;-2.2;65.1523469854
412.0;1.0;-2.6;62.9955323821
413.0;1.0;-3.0;61.2635281757
414.0;1.0;-3.4;60.8067503417
415.0;1.0;-3.8;60.8299998405
416.0;1.4;-2.2;63.3024684203
417.0;1.4;-2.6;61.5765379823
418.0;1.4;-3.0;61.1240975824
419.0;1.4;-3.4;61.1376401436
420.0;1.4;-3.8;61.1358608521
421.0;1.8;-2.2;61.8282809964
422.0;1.8;-2.6;61.3864098831
423.0;1.8;-3.0;61.4077774342
424.0;1.8;-3.4;61.4046751739
425.0;1.8;-3.8;61.401031032
426.0;2.2;-0.2;68.6265102181
427.0;2.2;-0.6;66.9166642229
428.0;2.2;-1.0;65.1523466909
429.0;2.2;-1.4;63.3024685011
430.0;2.2;-1.8;61.8282804038
431.0;2.2;-2.2;61.5999109739
432.0;2.2;-2.6;61.6264954989
433.0;2.2;-3.0;61.6295411748
434.0;2.2;-3.4;61.6271923133
435.0;2.2;-3.8;61.6251414455
436.0;2.6;-0.2;66.5112150415
437.0;2.6;-0.6;64.7905616797
438.0;2.6;-1.0;62.9955322814
439.0;2.6;-1.4;61.5765377147
440.0;2.6;-1.8;61.3864090537
441.0;2.6;-2.2;61.6264969875
442.0;2.6;-2.6;61.8095677345
443.0;2.6;-3.0;61.8090825376
444.0;2.6;-3.4;61.8078151051
445.0;2.6;-3.8;61.8060416335
446.0;3.0;-0.2;64.3943204722
447.0;3.0;-0.6;62.6374689968
448.0;3.0;-1.0;61.2635279961
449.0;3.0;-1.4;61.1240969709
450.0;3.0;-1.8;61.4077773369
451.0;3.0;-2.2;61.6295420936
452.0;3.0;-2.6;61.809082869
453.0;3.0;-3.0;61.9451845985
454.0;3.0;-3.4;61.943892671
455.0;3.0;-3.8;61.9428368215
456.0;3.4;-0.2;62.2637675433
457.0;3.4;-0.6;60.9155865341
458.0;3.4;-1.0;60.8067499057
459.0;3.4;-1.4;61.1376405109
460.0;3.4;-1.8;61.4046747402
461.0;3.4;-2.2;61.6271937265
462.0;3.4;-2.6;61.8078173124
463.0;3.4;-3.0;61.9438970947
464.0;3.4;-3.4;62.0340166817
465.0;3.4;-3.8;62.0349510552
466.0;3.8;-0.2;60.5839484561
467.0;3.8;-0.6;60.4799759887
468.0;3.8;-1.0;60.82999864
469.0;3.8;-1.4;61.1358563155
470.0;3.8;-1.8;61.4010303257
471.0;3.8;-2.2;61.6251443502
472.0;3.8;-2.6;61.8060393335
473.0;3.8;-3.0;61.942834365
474.0;3.8;-3.4;62.0349535117
475.0;3.8;-3.8;62.0826471837
476.0;0.05;0.05;315.624725303
477.0;0.05;0.15;313.021278924
478.0;0.05;0.25;302.589036964
479.0;0.05;0.35;285.475094276
480.0;0.05;0.45;263.397903916
481.0;0.05;0.55;238.519112077
482.0;0.05;0.65;213.098785349
483.0;0.05;0.75;188.714703044
484.0;0.05;0.85;166.068255469
485.0;0.05;0.95;145.472760547
486.0;0.05;1.05;127.13661147
487.0;0.05;1.15;111.085324781
488.0;0.05;1.25;97.3425913405
489.0;0.05;1.35;86.306134611
490.0;0.05;1.45;78.4873391003
491.0;0.05;1.55;73.8518966821
492.0;0.05;1.65;71.695767249
493.0;0.05;1.75;71.0353924299
494.0;0.05;1.85;70.9050879
495.0;0.05;1.95;70.6475840357
496.0;0.15;0.05;313.021279116
497.0;0.15;0.15;303.396950289
498.0;0.15;0.25;286.58505677
499.0;0.15;0.35;264.117858833
500.0;0.15;0.45;238.789881303
501.0;0.15;0.55;213.200829731
502.0;0.15;0.65;188.778200257
503.0;0.15;0.75;166.221972549
504.0;0.15;0.85;145.807188345
505.0;0.15;0.95;127.425739313
506.0;0.15;1.05;111.067411997
507.0;0.15;1.15;97.1853591081
508.0;0.15;1.25;86.3229531295
509.0;0.15;1.35;78.685028161
510.0;0.15;1.45;74.1100037724
511.0;0.15;1.55;71.9970625994
512.0;0.15;1.65;71.2872491336
513.0;0.15;1.75;70.9731879587
514.0;0.15;1.85;70.6075920032
515.0;0.15;1.95;70.1493004955
516.0;0.25;0.05;302.589037531
517.0;0.25;0.15;286.585057043
518.0;0.25;0.25;265.01315182
519.0;0.25;0.35;239.449883413
520.0;0.25;0.45;213.035757212
521.0;0.25;0.55;188.219769998
522.0;0.25;0.65;165.696916102
523.0;0.25;0.75;145.394342493
524.0;0.25;0.85;127.265192575
525.0;0.25;0.95;111.180501553
526.0;0.25;1.05;97.2204272926
527.0;0.25;1.15;86.0770945081
528.0;0.25;1.25;78.3788540905
529.0;0.25;1.35;73.9253739741
530.0;0.25;1.45;71.922575569
531.0;0.25;1.55;71.413935341
532.0;0.25;1.65;71.3550800156
533.0;0.25;1.75;70.9951214682
534.0;0.25;1.85;70.3287643525
535.0;0.25;1.95;69.6814252682
536.0;0.35;0.05;285.475094319
537.0;0.35;0.15;264.117859027
538.0;0.35;0.25;239.449883224
539.0;0.35;0.35;213.719394547
540.0;0.35;0.45;188.546898571
541.0;0.35;0.55;165.645084167
542.0;0.35;0.65;145.318751217
543.0;0.35;0.75;127.15354165
544.0;0.35;0.85;111.015385942
545.0;0.35;0.95;97.2380184291
546.0;0.35;1.05;86.2679100149
547.0;0.35;1.15;78.4888302205
548.0;0.35;1.25;73.9432016246
549.0;0.35;1.35;71.9629459633
550.0;0.35;1.45;71.4039742127
551.0;0.35;1.55;71.2920831842
552.0;0.35;1.65;71.0894176506
553.0;0.35;1.75;70.6029916568
554.0;0.35;1.85;69.9305156246
555.0;0.35;1.95;69.2838798272
556.0;0.45;0.05;263.397902837
557.0;0.45;0.15;238.789880827
558.0;0.45;0.25;213.035757799
559.0;0.45;0.35;188.546898166
560.0;0.45;0.45;166.149089311
561.0;0.45;0.55;145.70265625
562.0;0.45;0.65;127.534962026
563.0;0.45;0.75;111.396341381
564.0;0.45;0.85;97.3946461413
565.0;0.45;0.95;86.3016760096
566.0;0.45;1.05;78.6486985722
567.0;0.45;1.15;74.1734741363
568.0;0.45;1.25;72.1673049055
569.0;0.45;1.35;71.6588009795
570.0;0.45;1.45;71.5413806867
571.0;0.45;1.55;71.1383610325
572.0;0.45;1.65;70.5179018503
573.0;0.45;1.75;69.9432028511
574.0;0.45;1.85;69.4235033955
575.0;0.45;1.95;68.8917406928
576.0;0.55;0.05;238.519112301
577.0;0.55;0.15;213.200829217
578.0;0.55;0.25;188.219770591
579.0;0.55;0.35;165.645083869
580.0;0.55;0.45;145.702656327
581.0;0.55;0.55;127.819989862
582.0;0.55;0.65;111.634133206
583.0;0.55;0.75;97.7435122975
584.0;0.55;0.85;86.6211183781
585.0;0.55;0.95;78.8001993805
586.0;0.55;1.05;74.3122633179
587.0;0.55;1.15;72.3452012269
588.0;0.55;1.25;71.7641967247
589.0;0.55;1.35;71.6511298296
590.0;0.55;1.45;71.388157845
591.0;0.55;1.55;70.7571873198
592.0;0.55;1.65;69.9988806073
593.0;0.55;1.75;69.398346383
594.0;0.55;1.85;68.935785524
595.0;0.55;1.95;68.464677768
596.0;0.65;0.05;213.098785564
597.0;0.65;0.15;188.778200449
598.0;0.65;0.25;165.696915325
599.0;0.65;0.35;145.318751252
600.0;0.65;0.45;127.534962228
601.0;0.65;0.55;111.634133143
602.0;0.65;0.65;97.7463382052
603.0;0.65;0.75;86.6037312974
604.0;0.65;0.85;78.9168526088
605.0;0.65;0.95;74.4353370129
606.0;0.65;1.05;72.4634064116
607.0;0.65;1.15;71.9355864356
608.0;0.65;1.25;71.7453431614
609.0;0.65;1.35;71.35290716
610.0;0.65;1.45;70.7918495754
611.0;0.65;1.55;70.1956138957
612.0;0.65;1.65;69.6001656831
613.0;0.65;1.75;69.0402142865
614.0;0.65;1.85;68.5302645963
615.0;0.65;1.95;68.0288617323
616.0;0.75;0.05;188.714703008
617.0;0.75;0.15;166.221971679
618.0;0.75;0.25;145.394342468
619.0;0.75;0.35;127.153541604
620.0;0.75;0.45;111.39634176
621.0;0.75;0.55;97.7435118225
622.0;0.75;0.65;86.6037312486
623.0;0.75;0.75;78.8328883731
624.0;0.75;0.85;74.3988830076
625.0;0.75;0.95;72.4906719727
626.0;0.75;1.05;71.956281802
627.0;0.75;1.15;71.855947452
628.0;0.75;1.25;71.5320131912
629.0;0.75;1.35;70.8648043836
630.0;0.75;1.45;70.1694425212
631.0;0.75;1.55;69.6518248445
632.0;0.75;1.65;69.1995773994
633.0;0.75;1.75;68.6902877068
634.0;0.75;1.85;68.142919414
635.0;0.75;1.95;67.5990790184
636.0;0.85;0.05;166.068255516
637.0;0.85;0.15;145.807189051
638.0;0.85;0.25;127.265192058
639.0;0.85;0.35;111.01538618
640.0;0.85;0.45;97.3946462314
641.0;0.85;0.55;86.6211186338
642.0;0.85;0.65;78.9168528147
643.0;0.85;0.75;74.3988830715
644.0;0.85;0.85;72.550532748
645.0;0.85;0.95;72.066551442
646.0;0.85;1.05;71.8888779265
647.0;0.85;1.15;71.5347925337
648.0;0.85;1.25;70.9934537061
649.0;0.85;1.35;70.3607100967
650.0;0.85;1.45;69.7514861473
651.0;0.85;1.55;69.2331850096
652.0;0.85;1.65;68.7586984414
653.0;0.85;1.75;68.2530118052
654.0;0.85;1.85;67.7092440606
655.0;0.85;1.95;67.1598891944
656.0;0.95;0.05;145.4727607
657.0;0.95;0.15;127.425739059
658.0;0.95;0.25;111.180501278
659.0;0.95;0.35;97.2380185196
660.0;0.95;0.45;86.3016757073
661.0;0.95;0.55;78.8001995684
662.0;0.95;0.65;74.4353367566
663.0;0.95;0.75;72.4906722095
664.0;0.95;0.85;72.0665511842
665.0;0.95;0.95;72.1000864843
666.0;0.95;1.05;71.7316285985
667.0;0.95;1.15;71.0363299905
668.0;0.95;1.25;70.3822769356
669.0;0.95;1.35;69.8815259078
670.0;0.95;1.45;69.3977290333
671.0;0.95;1.55;68.8610317252
672.0;0.95;1.65;68.3136862755
673.0;0.95;1.75;67.7787085596
674.0;0.95;1.85;67.2441072783
675.0;0.95;1.95;66.707302477
676.0;1.05;0.05;127.1366127
677.0;1.05;0.15;111.06741233
678.0;1.05;0.25;97.2204275278
679.0;1.05;0.35;86.2679102299
680.0;1.05;0.45;78.6486989537
681.0;1.05;0.55;74.3122630232
682.0;1.05;0.65;72.4634066973
683.0;1.05;0.75;71.9562817789
684.0;1.05;0.85;71.8888780939
685.0;1.05;0.95;71.7316285011
686.0;1.05;1.05;71.2676161102
687.0;1.05;1.15;70.5540132616
688.0;1.05;1.25;69.9223429111
689.0;1.05;1.35;69.4374930068
690.0;1.05;1.45;68.9710793361
691.0;1.05;1.55;68.4375979125
692.0;1.05;1.65;67.8716350663
693.0;1.05;1.75;67.3211392316
694.0;1.05;1.85;66.7874271504
695.0;1.05;1.95;66.2551916232
696.0;1.15;0.05;111.085325412
697.0;1.15;0.15;97.1853589855
698.0;1.15;0.25;86.0770943516
699.0;1.15;0.35;78.4888301136
700.0;1.15;0.45;74.1734738522
701.0;1.15;0.55;72.3452012378
702.0;1.15;0.65;71.9355865402
703.0;1.15;0.75;71.8559475013
704.0;1.15;0.85;71.5347927334
705.0;1.15;0.95;71.036329875
706.0;1.15;1.05;70.554013197
707.0;1.15;1.15;70.0936949298
708.0;1.15;1.25;69.5505234327
709.0;1.15;1.35;69.0181483205
710.0;1.15;1.45;68.4987184978
711.0;1.15;1.55;67.9673091971
712.0;1.15;1.65;67.4201321567
713.0;1.15;1.75;66.8765608635
714.0;1.15;1.85;66.3431503986
715.0;1.15;1.95;65.8092765158
716.0;1.25;0.05;97.3425921071
717.0;1.25;0.15;86.3229534723
718.0;1.25;0.25;78.3788540364
719.0;1.25;0.35;73.94320171
720.0;1.25;0.45;72.1673048587
721.0;1.25;0.55;71.7641966258
